AssemblyID	OperonSize	Category
GCF_001951175.1	1712299	RecFOR
GCF_003967035.1	1312713	RecFOR
GCF_007904085.1	1743948	RecFOR
GCF_005484965.1	3546994	RecFOR
GCF_003606265.1	1227054	RecFOR
GCF_006148925.1	1267774	RecFOR
GCF_011762145.1	1228142	RecFOR
GCF_900560965.1	2150577	RecFOR
GCF_004124235.1	1848390	RecFOR
GCF_000185885.1	2457003	RecFOR
GCF_001028645.1	1366563	RecFOR
GCF_004364975.1	1230107	RecFOR
GCF_000473225.1	1230598	RecFOR
GCF_002028325.1	5131617	RecFOR
GCF_000023565.1	3462082	RecFOR
GCF_006007945.1	1915551	RecFOR
GCF_001708425.1	3283447	RecFOR
GCF_000485905.1	1266708	RecFOR
GCF_009734265.1	1503031	RecFOR
GCF_009363155.1	3040991	RecFOR
GCF_000585415.1	1585721	RecFOR
GCF_009730055.1	3605685	RecFOR
GCF_004358445.1	2847045	RecFOR
GCF_000262445.1	1237739	RecFOR
GCF_001278115.1	2016594	RecFOR
GCF_001517975.1	1240872	RecFOR
GCF_008704935.1	1440776	RecFOR
GCF_003710105.1	1242236	RecFOR
GCF_000263675.1	4440272	RecFOR
GCF_900155355.1	1243226	RecFOR
GCF_003798325.1	1243872	RecFOR
GCF_004116975.1	2024695	RecFOR
GCF_011326725.1	1857464	RecFOR
GCF_000008865.2	4107278	RecFOR
GCF_000941055.1	1245395	RecFOR
GCF_000147055.1	3555423	RecFOR
GCF_900187045.1	1246784	RecFOR
GCF_002736065.1	3919991	RecFOR
GCF_900102035.1	4810316	RecFOR
GCF_000192865.1	2579536	RecFOR
GCF_000021565.1	1250498	RecFOR
GCF_000214175.1	1250935	RecFOR
GCF_003634105.1	1252645	RecFOR
GCF_001683395.1	2481990	RecFOR
GCF_900636255.1	2264409	RecFOR
GCF_002393405.1	3470421	RecFOR
GCF_013305245.1	4221077	RecFOR
GCF_000953635.1	1255536	RecFOR
GCF_000187585.1	1540666	RecFOR
GCF_014217215.1	2176070	RecFOR
GCF_000145215.1	1499131	RecFOR
GCF_005862185.2	1273806	RecFOR
GCF_000018285.1	1850994	RecFOR
GCF_900635295.1	2338008	RecFOR
GCF_016026735.1	2402091	RecFOR
GCF_014651995.1	1291058	RecFOR
GCF_900105475.1	3299910	RecFOR
GCF_009873295.1	2569704	RecFOR
GCF_001887245.1	1263329	RecFOR
GCF_015167415.1	3700973	RecFOR
GCF_900104365.1	2938069	RecFOR
GCF_013377295.1	1265018	RecFOR
GCF_013457875.1	4234651	RecFOR
GCF_900155435.1	1265818	RecFOR
GCF_000620425.1	1422656	RecFOR
GCF_000730165.1	2425716	RecFOR
GCF_000022185.1	4526968	RecFOR
GCF_000384035.1	1266982	RecFOR
GCF_900155435.1	1267710	RecFOR
GCF_003812345.1	2607039	RecFOR
GCF_003020825.1	3848539	RecFOR
GCF_000284295.1	8481225	RecFOR
GCF_002101335.1	1427182	RecFOR
GCF_900187375.1	1271349	RecFOR
GCF_000196615.1	3847416	RecFOR
GCF_900240265.1	1288328	RecFOR
GCF_004355225.1	1716815	RecFOR
GCF_001703555.1	2362504	RecFOR
GCF_002706745.1	1927089	RecFOR
GCF_000020005.1	1272729	RecFOR
GCF_003571485.1	3574959	RecFOR
GCF_000166335.1	1272757	RecFOR
GCF_001931505.1	1273262	RecFOR
GCF_000754995.1	1791371	RecFOR
GCF_000179595.2	1274410	RecFOR
GCF_900637985.1	1274678	RecFOR
GCF_013488025.1	3528214	RecFOR
GCF_002288545.1	3541908	RecFOR
GCF_001274725.1	1304337	RecFOR
GCF_004564155.1	2580464	RecFOR
GCF_003687485.1	3041650	RecFOR
GCF_015680045.1	2475875	RecFOR
GCF_900187035.1	1279591	RecFOR
GCF_007289895.1	2408472	RecFOR
GCF_012923785.1	4108151	RecFOR
GCF_002776695.1	4559961	RecFOR
GCF_013364095.1	1281084	RecFOR
GCF_001664385.1	1297570	RecFOR
GCF_900626135.1	1283436	RecFOR
GCF_000378825.1	1523109	RecFOR
GCF_002119845.1	1299710	RecFOR
GCF_001975955.2	1284907	RecFOR
GCF_010667615.1	1287491	RecFOR
GCF_011046975.1	1287617	RecFOR
GCF_002954605.1	1523277	RecFOR
GCF_902362795.1	1294626	RecFOR
GCF_002216875.1	1967048	RecFOR
GCF_000240185.1	4041875	RecFOR
GCF_013394595.1	1290913	RecFOR
GCF_002368075.1	1291719	RecFOR
GCF_000017305.1	1777202	RecFOR
GCF_006094375.1	2347973	RecFOR
GCF_000807275.1	1292678	RecFOR
GCF_000154725.1	1292766	RecFOR
GCF_003391255.1	2860933	RecFOR
GCF_000783935.2	2579443	RecFOR
GCF_008693605.1	2599954	RecFOR
GCF_009883735.1	1295056	RecFOR
GCF_000212415.1	2839972	RecFOR
GCF_014070215.1	1385351	RecFOR
GCF_003076475.1	1298268	RecFOR
GCF_000015585.1	1298451	RecFOR
GCF_002076915.1	2260258	RecFOR
GCF_000371465.1	2746917	RecFOR
GCF_000306965.1	1339332	RecFOR
GCF_002367975.1	2183950	RecFOR
GCF_002165375.2	1896978	RecFOR
GCF_000163895.2	1299891	RecFOR
GCF_000016585.1	2648684	RecFOR
GCF_900176515.1	1630305	RecFOR
GCF_001611955.1	2386753	RecFOR
GCF_000746025.2	1337811	RecFOR
GCF_003627755.1	1320974	RecFOR
GCF_003691585.1	3182125	RecFOR
GCF_900095135.1	2273752	RecFOR
GCF_900091545.1	1305706	RecFOR
GCF_014189455.1	1363321	RecFOR
GCF_000740965.1	3596689	RecFOR
GCF_012029655.1	4345387	RecFOR
GCF_003020045.1	1308864	RecFOR
GCF_003999255.1	1698753	RecFOR
GCF_010728155.1	1311062	RecFOR
GCF_001636335.1	1341154	RecFOR
GCF_900637295.1	1424315	RecFOR
GCF_003024155.1	1314391	RecFOR
GCF_006351925.1	1314805	RecFOR
GCF_003851555.1	4700521	RecFOR
GCF_900659885.1	1315010	RecFOR
GCF_902374815.1	1315770	RecFOR
GCF_001548255.1	2394461	RecFOR
GCF_001971585.1	1870748	RecFOR
GCF_004293625.1	2207525	RecFOR
GCF_900475625.1	1318438	RecFOR
GCF_014705925.2	2195502	RecFOR
GCF_000931445.1	1318919	RecFOR
GCF_003665435.1	1579555	RecFOR
GCF_000006945.2	3499171	RecFOR
GCF_003945325.1	1591184	RecFOR
GCF_000023265.1	1321075	RecFOR
GCF_000019185.1	1910692	RecFOR
GCF_000696185.1	1321744	RecFOR
GCF_900637165.1	1524000	RecFOR
GCF_000378845.1	1561195	RecFOR
GCF_001275345.1	2561619	RecFOR
GCF_000023205.1	1324093	RecFOR
GCF_000012525.1	1325368	RecFOR
GCF_000021645.1	1325382	RecFOR
GCF_900128445.1	1434723	RecFOR
GCF_002393505.1	1326822	RecFOR
GCF_001594225.2	2947845	RecFOR
GCF_003391135.1	1593565	RecFOR
GCF_013116605.1	1903620	RecFOR
GCF_002234575.2	1330180	RecFOR
GCF_900156875.1	1368083	RecFOR
GCF_900474615.1	2721793	RecFOR
GCF_000993785.3	1333787	RecFOR
GCF_000758345.1	2603293	RecFOR
GCF_003096075.1	1334797	RecFOR
GCF_000092645.1	4117921	RecFOR
GCF_902375605.1	1362745	RecFOR
GCF_002269345.1	1682457	RecFOR
GCF_009834025.1	1735993	RecFOR
GCF_004797125.1	1336268	RecFOR
GCF_900089605.1	1336441	RecFOR
GCF_000470775.1	2230443	RecFOR
GCF_001644705.1	2572935	RecFOR
GCF_000709415.1	2470915	RecFOR
GCF_900102295.1	3995923	RecFOR
GCF_000020485.1	2242340	RecFOR
GCF_000831645.3	2086254	RecFOR
GCF_000152145.1	1340025	RecFOR
GCF_000021045.1	1971099	RecFOR
GCF_002208805.2	1441159	RecFOR
GCF_001618845.1	1396788	RecFOR
GCF_000633935.1	1359667	RecFOR
GCF_001005905.1	2685401	RecFOR
GCF_001042695.1	1631970	RecFOR
GCF_000092505.1	1346314	RecFOR
GCF_003633755.1	1346454	RecFOR
GCF_900104725.1	1850154	RecFOR
GCF_001267885.1	1575395	RecFOR
GCF_010537335.1	1347790	RecFOR
GCF_014639655.1	1348000	RecFOR
GCF_008704425.1	1630855	RecFOR
GCF_001750785.1	1619236	RecFOR
GCF_000828475.1	1349105	RecFOR
GCF_000145945.2	2121500	RecFOR
GCF_000018325.1	3098932	RecFOR
GCF_002770655.1	1351514	RecFOR
GCF_001314995.1	5246952	RecFOR
GCF_002850055.1	1351880	RecFOR
GCF_001664265.1	1366594	RecFOR
GCF_001932615.1	1822205	RecFOR
GCF_001659785.1	1353128	RecFOR
GCF_003966625.1	2471109	RecFOR
GCF_000091125.1	1569882	RecFOR
GCF_000166355.1	1612525	RecFOR
GCF_000019165.1	1354526	RecFOR
GCF_002549795.1	2408174	RecFOR
GCF_001660045.1	1603051	RecFOR
GCF_009884975.1	1862249	RecFOR
GCF_001010285.1	1357029	RecFOR
GCF_004358325.1	1958848	RecFOR
GCF_000018885.1	2981781	RecFOR
GCF_900142655.1	1357268	RecFOR
GCF_001420715.1	1358103	RecFOR
GCF_011398155.1	2057744	RecFOR
GCF_003795125.1	1358573	RecFOR
GCF_902375965.1	1359388	RecFOR
GCF_010726955.1	1616764	RecFOR
GCF_900184295.1	3879952	RecFOR
GCF_000942395.1	1418898	RecFOR
GCF_900105785.1	1761840	RecFOR
GCF_000816085.1	2324548	RecFOR
GCF_011765585.1	1764562	RecFOR
GCF_001643775.1	2159410	RecFOR
GCF_011064785.1	2303483	RecFOR
GCF_004101785.1	1363127	RecFOR
GCF_000018025.1	3442738	RecFOR
GCF_011040495.1	1363473	RecFOR
GCF_002291425.1	2493787	RecFOR
GCF_001658025.1	4049380	RecFOR
GCF_014217275.1	4589349	RecFOR
GCF_900070355.1	1364925	RecFOR
GCF_000314675.2	1366613	RecFOR
GCF_001692755.1	3302295	RecFOR
GCF_001028625.1	1368496	RecFOR
GCF_001432245.1	2567839	RecFOR
GCF_013394065.1	1621776	RecFOR
GCF_002355855.1	2624249	RecFOR
GCF_013394655.1	3038017	RecFOR
GCF_900215245.1	3094071	RecFOR
GCF_002263515.1	1375423	RecFOR
GCF_002354875.1	1375610	RecFOR
GCF_004011115.1	2163705	RecFOR
GCF_902374825.1	1744077	RecFOR
GCF_900129095.1	2013521	RecFOR
GCF_900156535.1	1376855	RecFOR
GCF_002874535.1	1405203	RecFOR
GCF_003491185.1	3324691	RecFOR
GCF_000585335.1	1993009	RecFOR
GCF_000233715.2	1382390	RecFOR
GCF_001594245.1	1382436	RecFOR
GCF_009299385.1	1383740	RecFOR
GCF_005280215.1	1628863	RecFOR
GCF_004771075.1	1916542	RecFOR
GCF_902387955.1	3101049	RecFOR
GCF_000298075.1	1475700	RecFOR
GCF_000785705.2	1387731	RecFOR
GCF_000218545.1	3148876	RecFOR
GCF_003606365.2	2078043	RecFOR
GCF_001866075.3	1448499	RecFOR
GCF_007567505.1	1920686	RecFOR
GCF_900091505.1	1389962	RecFOR
GCF_000146185.1	2085151	RecFOR
GCF_000831385.1	1390883	RecFOR
GCF_002276165.1	1415168	RecFOR
GCF_002162375.1	3777037	RecFOR
GCF_000023245.1	1392928	RecFOR
GCF_000247855.1	4345224	RecFOR
GCF_001021915.1	3273555	RecFOR
GCF_015160875.1	1665227	RecFOR
GCF_016028795.1	1394223	RecFOR
GCF_002019665.1	1422102	RecFOR
GCF_003002095.1	1465439	RecFOR
GCF_900091425.1	1396380	RecFOR
GCF_001709345.1	1397284	RecFOR
GCF_003711105.1	8005194	RecFOR
GCF_013267215.1	2106933	RecFOR
GCF_000241465.1	1778647	RecFOR
GCF_900103775.1	1399450	RecFOR
GCF_900091455.1	1399617	RecFOR
GCF_000019085.1	2268668	RecFOR
GCF_004358345.1	1731610	RecFOR
GCF_009734345.1	1568729	RecFOR
GCF_000023865.1	3972600	RecFOR
GCF_003019695.1	1672281	RecFOR
GCF_002811905.1	1403221	RecFOR
GCF_000027145.1	2682360	RecFOR
GCF_009902005.1	2303280	RecFOR
GCF_004087915.1	1404893	RecFOR
GCF_002795825.1	1405280	RecFOR
GCF_003012915.1	1537968	RecFOR
GCF_002162355.1	1406051	RecFOR
GCF_011047135.1	1406244	RecFOR
GCF_009739905.1	1675186	RecFOR
GCF_000023465.1	1411420	RecFOR
GCF_900638015.1	2673433	RecFOR
GCF_015767775.1	1413579	RecFOR
GCF_900090285.1	1414280	RecFOR
GCF_002356295.1	2204790	RecFOR
GCF_003664125.1	1647860	RecFOR
GCF_005862305.2	1429827	RecFOR
GCF_009911755.1	2270210	RecFOR
GCF_000069965.1	3274484	RecFOR
GCF_900089595.1	1418734	RecFOR
GCF_009671205.1	1419344	RecFOR
GCF_000597865.1	1419959	RecFOR
GCF_008704395.1	1632669	RecFOR
GCF_000260115.1	1779027	RecFOR
GCF_008704475.1	1422578	RecFOR
GCF_000802245.2	1423352	RecFOR
GCF_000231055.2	1771446	RecFOR
GCF_001579945.1	1490365	RecFOR
GCF_002954645.1	1718123	RecFOR
GCF_009664835.1	1426638	RecFOR
GCF_900090295.1	1426884	RecFOR
GCF_001687665.2	1427609	RecFOR
GCF_001687665.2	1427609	RecFOR
GCF_009730655.1	1824468	RecFOR
GCF_009765165.1	1430616	RecFOR
GCF_014395785.1	1636576	RecFOR
GCF_014396785.1	1430832	RecFOR
GCF_900186985.1	2499308	RecFOR
GCF_000383575.1	1661594	RecFOR
GCF_001857925.1	1472648	RecFOR
GCF_004001245.1	1791515	RecFOR
GCF_003991135.1	1553452	RecFOR
GCF_001278075.1	1671280	RecFOR
GCF_000021885.1	1435350	RecFOR
GCF_014673495.1	1685018	RecFOR
GCF_001922025.1	1437141	RecFOR
GCF_004683965.1	1705619	RecFOR
GCF_000218855.1	1437890	RecFOR
GCF_008244765.1	1466999	RecFOR
GCF_000349325.1	1804514	RecFOR
GCF_004758605.1	1439719	RecFOR
GCF_001922405.1	2522947	RecFOR
GCF_900091575.1	1440161	RecFOR
GCF_000253035.1	1440413	RecFOR
GCF_009905255.1	1440643	RecFOR
GCF_001704275.1	1743213	RecFOR
GCF_000238055.2	1441344	RecFOR
GCF_900199725.1	1477269	RecFOR
GCF_008327825.1	1443538	RecFOR
GCF_002005225.1	1721830	RecFOR
GCF_004798685.1	1443988	RecFOR
GCF_900099705.1	2202478	RecFOR
GCF_003312465.1	1446681	RecFOR
GCF_001274945.1	1478386	RecFOR
GCF_014203235.1	1524024	RecFOR
GCF_000166695.1	1449197	RecFOR
GCF_001186155.3	1449594	RecFOR
GCF_900105335.1	1449611	RecFOR
GCF_003344925.1	1449719	RecFOR
GCF_003269405.1	2653868	RecFOR
GCF_000011145.1	1450049	RecFOR
GCF_008639045.1	1450243	RecFOR
GCF_000007765.2	1450464	RecFOR
GCF_000152825.2	1452796	RecFOR
GCF_000829055.1	2161595	RecFOR
GCF_001629705.1	4202352	RecFOR
GCF_000153225.1	1454188	RecFOR
GCF_001314305.1	1455096	RecFOR
GCF_001889605.1	1455681	RecFOR
GCF_001594225.2	3076751	RecFOR
GCF_002282915.1	1458149	RecFOR
GCF_900090275.1	1458930	RecFOR
GCF_001050435.1	2331641	RecFOR
GCF_001761325.1	1459695	RecFOR
GCF_002075795.1	3044695	RecFOR
GCF_000830005.1	1461748	RecFOR
GCF_002302495.1	1831991	RecFOR
GCF_000427385.1	2246699	RecFOR
GCF_001856685.1	1463133	RecFOR
GCF_000024045.1	1465408	RecFOR
GCF_002355475.1	3921605	RecFOR
GCF_000157355.2	2109663	RecFOR
GCF_001420595.1	4984052	RecFOR
GCF_000504145.1	1475782	RecFOR
GCF_000012825.1	1905942	RecFOR
GCF_000019245.4	2190432	RecFOR
GCF_000243395.2	4198140	RecFOR
GCF_900682675.1	3598803	RecFOR
GCF_900187315.1	2680834	RecFOR
GCF_001902315.1	1469425	RecFOR
GCF_000763515.1	2781596	RecFOR
GCF_000166775.1	1716868	RecFOR
GCF_008632235.1	1794088	RecFOR
GCF_008704795.1	1743924	RecFOR
GCF_001886615.1	2617867	RecFOR
GCF_900095155.1	1505853	RecFOR
GCF_014397115.1	1473220	RecFOR
GCF_003955755.1	1590010	RecFOR
GCF_011762155.1	1820072	RecFOR
GCF_002706425.1	1473904	RecFOR
GCF_000582515.1	2727050	RecFOR
GCF_000025725.1	1474217	RecFOR
GCF_001687625.2	1476591	RecFOR
GCF_000590555.1	1477931	RecFOR
GCF_000367945.1	2270525	RecFOR
GCF_001025195.1	1480068	RecFOR
GCF_000478885.1	2372777	RecFOR
GCF_001687585.2	1482491	RecFOR
GCF_005886435.1	2086656	RecFOR
GCF_000196475.1	3987770	RecFOR
GCF_002067135.1	2197286	RecFOR
GCF_000165505.1	1486326	RecFOR
GCF_014048085.1	1486431	RecFOR
GCF_003074055.1	1720899	RecFOR
GCF_014701095.1	1762998	RecFOR
GCF_004379295.1	1487531	RecFOR
GCF_010669305.1	2630270	RecFOR
GCF_900156865.1	1518362	RecFOR
GCF_900156865.1	3580007	RecFOR
GCF_002075285.3	2857990	RecFOR
GCF_008704575.1	1799371	RecFOR
GCF_001951155.1	1489866	RecFOR
GCF_000196035.1	2772519	RecFOR
GCF_013394005.1	2124572	RecFOR
GCF_900156865.1	1520285	RecFOR
GCF_900156865.1	3580007	RecFOR
GCF_000024765.1	1491141	RecFOR
GCF_000520015.2	3945340	RecFOR
GCF_004564075.1	1491922	RecFOR
GCF_004328535.1	1493731	RecFOR
GCF_002250055.1	1520936	RecFOR
GCF_000022325.1	1493976	RecFOR
GCF_001984445.1	1814296	RecFOR
GCF_001636345.1	1522013	RecFOR
GCF_001701045.1	2069639	RecFOR
GCF_002441855.2	2345776	RecFOR
GCF_001975025.1	1678317	RecFOR
GCF_002081995.1	1527399	RecFOR
GCF_900142895.1	2457793	RecFOR
GCF_003261575.2	4560566	RecFOR
GCF_002153445.1	1498969	RecFOR
GCF_000403355.2	1998622	RecFOR
GCF_900637915.1	1501113	RecFOR
GCF_001974985.1	2420287	RecFOR
GCF_001039475.1	1506144	RecFOR
GCF_008704855.1	1808183	RecFOR
GCF_001465835.2	1503096	RecFOR
GCF_001998865.1	1503299	RecFOR
GCF_004803895.1	1818178	RecFOR
GCF_015710995.1	1503686	RecFOR
GCF_000742675.1	1528534	RecFOR
GCF_003015125.1	1504073	RecFOR
GCF_009939005.1	1505073	RecFOR
GCF_900492555.1	1505433	RecFOR
GCF_002082195.1	1781480	RecFOR
GCF_003945365.1	1768481	RecFOR
GCF_000007245.1	1507671	RecFOR
GCF_900104525.1	1992013	RecFOR
GCF_009498275.1	1796054	RecFOR
GCF_003293695.1	1537485	RecFOR
GCF_014397415.1	1510287	RecFOR
GCF_900291985.1	1551663	RecFOR
GCF_000145035.1	1511217	RecFOR
GCF_003627815.1	1511283	RecFOR
GCF_001887675.1	4248335	RecFOR
GCF_009901525.1	1513576	RecFOR
GCF_001687605.2	1513848	RecFOR
GCF_000384135.1	1710161	RecFOR
GCF_000013345.1	1515119	RecFOR
GCF_000332295.1	3990993	RecFOR
GCF_000009765.2	1515314	RecFOR
GCF_015668515.1	1515571	RecFOR
GCF_000178875.2	3140875	RecFOR
GCF_001617625.1	2907540	RecFOR
GCF_900087655.1	2053525	RecFOR
GCF_014697215.1	1520488	RecFOR
GCF_000384175.1	1808890	RecFOR
GCF_006476065.1	1521469	RecFOR
GCF_000014185.1	1521717	RecFOR
GCF_010731755.1	1900660	RecFOR
GCF_000146675.1	2057928	RecFOR
GCF_008704555.1	1522888	RecFOR
GCF_002009235.1	1523120	RecFOR
GCF_009735645.1	2267741	RecFOR
GCF_000024925.1	1524259	RecFOR
GCF_004564375.1	1524376	RecFOR
GCF_900120385.1	1525636	RecFOR
GCF_003977605.1	1833557	RecFOR
GCF_000153485.2	1529759	RecFOR
GCF_008807375.1	4043395	RecFOR
GCF_000227705.2	1533638	RecFOR
GCF_000258175.1	1892099	RecFOR
GCF_003344965.1	1537311	RecFOR
GCF_902386935.1	1538037	RecFOR
GCF_000369625.1	1539343	RecFOR
GCF_900637725.1	2663245	RecFOR
GCF_000280865.1	1798164	RecFOR
GCF_900104965.1	1539975	RecFOR
GCF_900078685.2	1715696	RecFOR
GCF_001702155.1	1541708	RecFOR
GCF_000269985.1	1542010	RecFOR
GCF_002355435.1	2378000	RecFOR
GCF_004135365.1	1544566	RecFOR
GCF_001456355.1	1544589	RecFOR
GCF_000764535.1	3123346	RecFOR
GCF_000014785.1	1718697	RecFOR
GCF_900105065.1	4384758	RecFOR
GCF_001611795.1	1930171	RecFOR
GCF_003344445.1	1546025	RecFOR
GCF_002946835.1	1849225	RecFOR
GCF_004924335.1	1546404	RecFOR
GCF_000196315.1	1547219	RecFOR
GCF_009498035.1	1547404	RecFOR
GCF_001639105.2	1548761	RecFOR
GCF_000189775.2	1549121	RecFOR
GCF_900631605.1	1549146	RecFOR
GCF_000484535.1	1551413	RecFOR
GCF_000328705.1	1552724	RecFOR
GCF_003722295.1	1576240	RecFOR
GCF_003258605.2	1778508	RecFOR
GCF_009796285.1	1807397	RecFOR
GCF_001006005.1	3029088	RecFOR
GCF_002573965.1	2309021	RecFOR
GCF_003725775.1	1559194	RecFOR
GCF_003008515.1	1801622	RecFOR
GCF_000261345.2	1903959	RecFOR
GCF_009184845.1	1564397	RecFOR
GCF_000260965.1	1565776	RecFOR
GCF_900187055.1	1566877	RecFOR
GCF_003952825.1	1567204	RecFOR
GCF_000023145.1	1568899	RecFOR
GCF_000236705.1	1652383	RecFOR
GCF_015243835.1	1570482	RecFOR
GCF_900113745.1	1570635	RecFOR
GCF_900176165.1	1571459	RecFOR
GCF_000222975.1	1571543	RecFOR
GCF_004936435.1	1573922	RecFOR
GCF_003428925.1	1574977	RecFOR
GCF_900187145.1	4175535	RecFOR
GCF_000013425.1	1577850	RecFOR
GCF_001625105.1	1580809	RecFOR
GCF_000154965.1	1915759	RecFOR
GCF_000019525.1	2214038	RecFOR
GCF_000237305.1	1581246	RecFOR
GCF_003595235.1	1914039	RecFOR
GCF_900086705.1	2365499	RecFOR
GCF_000661895.1	1583082	RecFOR
GCF_009931115.1	1583694	RecFOR
GCF_007990575.1	1584162	RecFOR
GCF_007990505.1	1584189	RecFOR
GCF_000158955.1	1911120	RecFOR
GCF_002240225.1	1585982	RecFOR
GCF_000220705.2	1735216	RecFOR
GCF_003233695.1	1588172	RecFOR
GCF_000022005.1	1588543	RecFOR
GCF_000010605.1	1956800	RecFOR
GCF_001988955.1	3471890	RecFOR
GCF_010669285.1	3851380	RecFOR
GCF_903970605.1	1590770	RecFOR
GCF_008705135.1	1939006	RecFOR
GCF_014789145.1	1592123	RecFOR
GCF_900637845.1	1603602	RecFOR
GCF_900095795.1	1592630	RecFOR
GCF_009930795.1	1894860	RecFOR
GCF_003967095.1	2066168	RecFOR
GCF_014490055.1	1595074	RecFOR
GCF_002706795.1	1595116	RecFOR
GCF_010748935.1	1596271	RecFOR
GCF_901482605.1	1599742	RecFOR
GCF_007556775.1	1631593	RecFOR
GCF_014638095.1	1599958	RecFOR
GCF_001307805.1	1600309	RecFOR
GCF_004011905.1	1969388	RecFOR
GCF_002863865.1	3630243	RecFOR
GCF_001891145.1	1601551	RecFOR
GCF_001687565.2	1602029	RecFOR
GCF_013265555.1	1602955	RecFOR
GCF_900475855.1	1604569	RecFOR
GCF_000724775.3	4781997	RecFOR
GCF_900183975.1	1605829	RecFOR
GCF_900186835.1	1607120	RecFOR
GCF_003030905.1	1607148	RecFOR
GCF_003932715.1	1958143	RecFOR
GCF_000359525.1	1888804	RecFOR
GCF_900187185.1	1679532	RecFOR
GCF_004291315.1	1609553	RecFOR
GCF_001729245.1	4082134	RecFOR
GCF_000259175.1	1610551	RecFOR
GCF_000585375.1	1612338	RecFOR
GCF_003991875.1	2487564	RecFOR
GCF_014640975.1	1990802	RecFOR
GCF_014701115.1	1614703	RecFOR
GCF_011927795.1	1615152	RecFOR
GCF_001020565.1	3125268	RecFOR
GCF_001735805.1	1901209	RecFOR
GCF_011761795.1	1617230	RecFOR
GCF_000511175.1	1758876	RecFOR
GCF_000577895.1	1617687	RecFOR
GCF_000244975.1	5008034	RecFOR
GCF_000027085.1	3676910	RecFOR
GCF_010726505.1	2039656	RecFOR
GCF_000158175.1	1621714	RecFOR
GCF_000158095.2	1627264	RecFOR
GCF_003862485.1	1730248	RecFOR
GCF_000009805.1	1631572	RecFOR
GCF_002117445.1	1631845	RecFOR
GCF_008694105.1	2144743	RecFOR
GCF_003097515.1	1845171	RecFOR
GCF_000062885.1	1637711	RecFOR
GCF_000504285.1	1637786	RecFOR
GCF_003268675.1	1638522	RecFOR
GCF_002285515.1	1639403	RecFOR
GCF_002117105.1	2350913	RecFOR
GCF_014218275.1	1642067	RecFOR
GCF_002804165.1	1643438	RecFOR
GCF_000242595.2	3271907	RecFOR
GCF_004006435.1	1668761	RecFOR
GCF_900636685.1	1644143	RecFOR
GCF_011398355.1	2184005	RecFOR
GCF_000300005.1	3330990	RecFOR
GCF_002117975.1	1646558	RecFOR
GCF_014395225.1	4904851	RecFOR
GCF_900478115.1	1946262	RecFOR
GCF_006094275.1	1648312	RecFOR
GCF_000237085.1	1648318	RecFOR
GCF_900475835.1	1651292	RecFOR
GCF_000733715.2	2189179	RecFOR
GCF_000153125.2	2074006	RecFOR
GCF_009363895.1	2124222	RecFOR
GCF_002356335.1	1655863	RecFOR
GCF_000152625.1	1659464	RecFOR
GCF_001553565.1	1660662	RecFOR
GCF_004135935.1	1663064	RecFOR
GCF_000144675.2	1664101	RecFOR
GCF_001878675.1	1665377	RecFOR
GCF_000008325.1	1804499	RecFOR
GCF_000166195.2	5077858	RecFOR
GCF_002367995.1	3449311	RecFOR
GCF_009756665.1	2018947	RecFOR
GCF_007856155.1	1985287	RecFOR
GCF_000427095.1	1670487	RecFOR
GCF_900327275.1	1671147	RecFOR
GCF_000092125.1	1672314	RecFOR
GCF_002844395.1	1672689	RecFOR
GCF_009650135.1	1673035	RecFOR
GCF_900258505.1	2869203	RecFOR
GCF_009650015.1	2633446	RecFOR
GCF_014650195.1	1675542	RecFOR
GCF_002288285.1	1676175	RecFOR
GCF_003813985.1	2141611	RecFOR
GCF_001021065.1	1677533	RecFOR
GCF_002302475.1	1818247	RecFOR
GCF_004028235.1	2554242	RecFOR
GCF_900091495.1	1679498	RecFOR
GCF_001685395.1	1680797	RecFOR
GCF_000385945.1	1682125	RecFOR
GCF_001606295.1	1682681	RecFOR
GCF_002407185.1	1682745	RecFOR
GCF_003546865.1	1682892	RecFOR
GCF_900607225.1	2911799	RecFOR
GCF_000332115.1	2134879	RecFOR
GCF_014489575.1	2403032	RecFOR
GCF_002224365.1	1713241	RecFOR
GCF_900478165.1	1686984	RecFOR
GCF_003641145.1	1687389	RecFOR
GCF_000468615.2	1687497	RecFOR
GCF_010730745.1	1689130	RecFOR
GCF_001908725.1	1690175	RecFOR
GCF_001183985.1	5120147	RecFOR
GCF_900477975.1	1690829	RecFOR
GCF_015160855.1	9516288	RecFOR
GCF_004322855.1	1692210	RecFOR
GCF_013402795.1	1692675	RecFOR
GCF_013177435.1	1693624	RecFOR
GCF_006716135.1	1693649	RecFOR
GCF_002994045.1	1693695	RecFOR
GCF_003991855.1	2952373	RecFOR
GCF_000747315.1	1695014	RecFOR
GCF_000504245.1	1699178	RecFOR
GCF_002216775.1	1728406	RecFOR
GCF_014844295.1	1700237	RecFOR
GCF_000214155.1	4250865	RecFOR
GCF_010450915.1	1832336	RecFOR
GCF_900105315.1	2961020	RecFOR
GCF_002260685.1	6572662	RecFOR
GCF_001761365.1	3435410	RecFOR
GCF_010730955.1	2202820	RecFOR
GCF_000420325.1	1878754	RecFOR
GCF_008838325.1	1708219	RecFOR
GCF_001983975.1	1708450	RecFOR
GCF_011397855.1	2164167	RecFOR
GCF_002082175.1	1709981	RecFOR
GCF_003065425.1	1711316	RecFOR
