AssemblyAccession	PhylumRenamed	AddAB	AddABJ	AdnAB	RecBCD	RecFOR	RecOR
GCF_014646235.1	Actinomycetota	0	0	1	0	0	0
GCF_014646255.1	Actinomycetota	0	0	1	0	0	0
GCF_014646275.1	Actinomycetota	0	0	1	0	0	0
GCF_014646295.1	Actinomycetota	0	0	1	1	0	0
GCF_014646335.1	Actinomycetota	0	0	1	0	0	0
GCF_014646355.1	Actinomycetota	0	0	1	0	0	0
GCF_014646375.1	Actinomycetota	0	0	1	1	0	0
GCF_014646515.1	Actinomycetota	0	0	1	0	0	0
GCF_014646575.1	Pseudomonadota	0	0	0	1	0	0
GCF_014646635.1	Bacillota	1	0	0	0	0	0
GCF_014646655.1	Bacteroidota	1	0	0	0	0	0
GCF_014646675.1	Bacteroidota	0	0	0	0	0	0
GCF_014646695.1	Actinomycetota	0	0	1	0	1	0
GCF_014646755.1	Pseudomonadota	0	0	0	1	0	0
GCF_014646815.1	Actinomycetota	0	0	1	0	0	0
GCF_014646895.1	Deinococcota	1	0	0	0	0	0
GCF_014646915.1	Deinococcota	0	0	0	0	0	0
GCF_014646995.1	Actinomycetota	0	0	1	0	0	0
GCF_014647015.1	Actinomycetota	0	0	1	1	0	0
GCF_014647035.1	Bacillota	1	0	0	0	0	0
GCF_014647055.1	Deinococcota	0	0	0	0	0	0
GCF_014647075.1	Deinococcota	0	0	0	0	0	0
GCF_014647195.1	Bacillota	1	0	0	0	0	0
GCF_014647255.1	Pseudomonadota	1	0	0	0	0	0
GCF_014647315.1	Bacillota	1	0	0	0	1	0
GCF_014647515.1	Actinomycetota	0	0	1	0	0	0
GCF_014647635.1	Pseudomonadota	0	0	0	1	0	0
GCF_014647655.1	Deinococcota	0	0	0	0	0	0
GCF_014647675.1	Actinomycetota	0	0	1	0	0	0
GCF_014647695.1	Actinomycetota	0	0	1	0	0	0
GCF_014647835.1	Actinomycetota	0	0	1	0	0	0
GCF_014647855.1	Pseudomonadota	0	0	0	1	0	0
GCF_014647875.1	Actinomycetota	0	0	1	0	0	0
GCF_014647935.1	Actinomycetota	0	0	1	0	0	0
GCF_014647975.1	Actinomycetota	0	0	1	0	0	0
GCF_014647995.1	Deinococcota	1	1	0	0	0	0
GCF_014648015.1	Bacillota	1	0	0	0	0	0
GCF_014648055.1	Actinomycetota	0	0	1	0	0	0
GCF_014648075.1	Actinomycetota	0	0	1	0	0	0
GCF_014648275.1	Pseudomonadota	0	0	0	1	0	0
GCF_014648295.1	Pseudomonadota	0	0	0	1	0	0
GCF_014648335.1	Pseudomonadota	0	0	0	1	0	0
GCF_014648355.1	Actinomycetota	0	0	1	0	0	0
GCF_014648375.1	Actinomycetota	0	0	1	0	0	0
GCF_014648395.1	Actinomycetota	0	0	1	0	0	0
GCF_014648415.1	Actinomycetota	0	0	1	0	0	0
GCF_014648435.1	Actinomycetota	0	0	1	0	0	0
GCF_014648475.1	Actinomycetota	0	0	1	0	0	0
GCF_014648495.1	Actinomycetota	0	0	1	0	0	0
GCF_014648515.1	Actinomycetota	0	0	1	0	0	0
GCF_014648575.1	Actinomycetota	0	0	1	0	0	0
GCF_014648595.1	Actinomycetota	0	0	1	1	0	0
GCF_014648615.1	Actinomycetota	0	0	1	0	0	0
GCF_014648635.1	Actinomycetota	0	0	1	0	0	0
GCF_014648655.1	Actinomycetota	0	0	1	0	0	0
GCF_014648675.1	Actinomycetota	0	0	1	0	0	0
GCF_014648695.1	Actinomycetota	0	0	1	0	0	0
GCF_014648795.1	Actinomycetota	0	0	0	0	0	0
GCF_014648875.1	Actinomycetota	0	0	1	0	0	0
GCF_014648895.1	Actinomycetota	0	0	1	0	0	0
GCF_014648915.1	Actinomycetota	0	0	1	0	0	0
GCF_014648975.1	Actinomycetota	0	0	1	0	0	0
GCF_014648995.1	Actinomycetota	0	0	1	0	0	0
GCF_014649015.1	Actinomycetota	0	0	1	0	0	0
GCF_014649055.1	Actinomycetota	0	0	1	0	0	0
GCF_014649075.1	Actinomycetota	0	0	1	0	0	0
GCF_014649115.1	Actinomycetota	0	0	1	0	0	0
GCF_014649135.1	Actinomycetota	0	0	1	0	0	0
GCF_014649155.1	Actinomycetota	0	0	1	0	0	0
GCF_014649175.1	Actinomycetota	0	0	1	0	0	0
GCF_014649335.1	Actinomycetota	0	0	1	0	0	0
GCF_014649355.1	Actinomycetota	0	0	1	0	0	0
GCF_014649375.1	Actinomycetota	0	0	1	0	0	0
GCF_014649475.1	Actinomycetota	0	0	1	0	0	0
GCF_014649495.1	Actinomycetota	0	0	1	0	0	0
GCF_014649515.1	Actinomycetota	0	0	1	0	0	0
GCF_014649535.1	Actinomycetota	0	0	1	0	0	0
GCF_014649575.1	Actinomycetota	0	0	1	0	0	0
GCF_014649615.1	Actinomycetota	0	0	1	0	0	0
GCF_014649655.1	Actinomycetota	0	0	1	0	0	0
GCF_014649695.1	Actinomycetota	0	0	1	0	0	0
GCF_014649715.1	Actinomycetota	0	0	1	0	0	0
GCF_014649735.1	Actinomycetota	0	0	1	0	0	0
GCF_014649755.1	Actinomycetota	0	0	1	0	0	0
GCF_014649775.1	Actinomycetota	0	0	1	0	0	0
GCF_014649795.1	Actinomycetota	0	0	1	0	0	0
GCF_014649815.1	Actinomycetota	0	0	1	0	0	0
GCF_014649835.1	Actinomycetota	0	0	1	0	0	0
GCF_014649855.1	Actinomycetota	0	0	1	0	0	0
GCF_014649875.1	Actinomycetota	0	0	1	0	0	0
GCF_014649895.1	Actinomycetota	0	0	1	0	0	0
GCF_014649915.1	Actinomycetota	0	0	1	0	0	0
GCF_014649935.1	Actinomycetota	0	0	0	0	0	0
GCF_014649955.1	Actinomycetota	0	0	1	0	0	0
GCF_014649995.1	Actinomycetota	0	0	1	0	0	0
GCF_014650035.1	Actinomycetota	0	0	1	0	0	0
GCF_014650055.1	Actinomycetota	0	0	1	0	0	0
GCF_014650075.1	Actinomycetota	0	0	1	0	0	0
GCF_014650095.1	Actinomycetota	0	0	1	0	0	0
GCF_014650115.1	Actinomycetota	0	0	1	0	0	0
GCF_014650135.1	Actinomycetota	0	0	1	0	0	0
GCF_014650155.1	Actinomycetota	0	0	1	0	0	0
GCF_014650195.1	Actinomycetota	0	0	1	0	0	0
GCF_014650215.1	Actinomycetota	0	0	1	0	0	0
GCF_014650235.1	Actinomycetota	0	0	1	0	0	0
GCF_014650275.1	Actinomycetota	0	0	1	0	0	0
GCF_014650335.1	Actinomycetota	0	0	1	0	0	0
GCF_014650355.1	Actinomycetota	0	0	1	0	0	0
GCF_014650395.1	Actinomycetota	0	0	0	0	0	0
GCF_014650435.1	Actinomycetota	0	0	1	0	0	0
GCF_014650455.1	Actinomycetota	0	0	1	0	0	0
GCF_014650475.1	Actinomycetota	0	0	1	0	0	0
GCF_014650515.1	Actinomycetota	0	0	1	0	0	0
GCF_014650555.1	Actinomycetota	0	0	1	0	0	0
GCF_014650635.1	Actinomycetota	0	0	1	0	0	0
GCF_014650655.1	Actinomycetota	0	0	0	0	0	0
GCF_014650695.1	Actinomycetota	0	0	1	0	0	0
GCF_014650735.1	Actinomycetota	0	0	1	0	0	0
GCF_014650795.1	Actinomycetota	0	0	1	0	0	0
GCF_014650815.1	Actinomycetota	0	0	1	0	0	0
GCF_014650875.1	Actinomycetota	0	0	1	0	0	0
GCF_014650895.1	Actinomycetota	0	0	1	0	0	0
GCF_014650915.1	Actinomycetota	0	0	1	0	0	0
GCF_014650955.1	Actinomycetota	0	0	1	0	0	0
GCF_014650995.1	Actinomycetota	0	0	1	0	0	0
GCF_014651015.1	Actinomycetota	0	0	1	0	0	0
GCF_014651035.1	Actinomycetota	0	0	1	0	0	0
GCF_014651075.1	Actinomycetota	0	0	1	0	0	0
GCF_014651095.1	Actinomycetota	0	0	1	0	0	0
GCF_014651115.1	Actinomycetota	0	0	1	0	0	0
GCF_014651135.1	Actinomycetota	0	0	1	0	0	0
GCF_014651155.1	Actinomycetota	0	0	1	0	0	0
GCF_014651355.1	Bacteroidota	1	0	0	0	0	0
GCF_014651375.1	Pseudomonadota	1	0	0	0	0	0
GCF_014651435.1	Pseudomonadota	0	0	0	1	0	0
GCF_014651475.1	Bacteroidota	1	0	0	0	0	0
GCF_014651515.1	Pseudomonadota	1	0	0	0	0	0
GCF_014651595.1	Pseudomonadota	1	0	0	0	0	0
GCF_014651615.1	Bacteroidota	0	0	0	0	0	0
GCF_014651635.1	Verrucomicrobiota	0	0	0	0	0	0
GCF_014651675.1	Verrucomicrobiota	1	0	0	0	0	0
GCF_014651715.1	Actinomycetota	0	0	1	0	0	0
GCF_014651735.1	Actinomycetota	0	0	1	0	0	0
GCF_014651755.1	Actinomycetota	0	0	1	0	0	0
GCF_014651775.1	Pseudomonadota	0	0	0	1	0	0
GCF_014651815.1	Pseudomonadota	0	0	0	1	0	0
GCF_014651835.1	Pseudomonadota	0	0	0	1	0	0
GCF_014651855.1	Pseudomonadota	0	0	0	1	0	0
GCF_014651915.1	Pseudomonadota	1	0	0	0	0	0
GCF_014651935.1	Pseudomonadota	0	0	0	1	0	0
GCF_014651995.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652035.1	Pseudomonadota	0	0	0	0	0	0
GCF_014652095.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652175.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652195.1	Pseudomonadota	1	1	0	0	0	0
GCF_014652215.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652235.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652355.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652375.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652475.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652515.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652555.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652575.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652595.1	Pseudomonadota	1	0	0	1	0	0
GCF_014652615.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652635.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652715.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652815.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652835.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652855.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652895.1	Pseudomonadota	0	0	0	1	0	0
GCF_014652915.1	Pseudomonadota	1	0	0	0	0	0
GCF_014652975.1	Actinomycetota	0	0	1	0	0	0
GCF_014653055.1	Pseudomonadota	0	0	0	1	0	0
GCF_014653115.1	Actinomycetota	0	0	1	1	0	0
GCF_014653155.1	Bacteroidota	1	0	0	0	0	0
GCF_014653175.1	Bacteroidota	1	0	0	0	0	0
GCF_014653275.1	Deinococcota	0	0	0	0	1	0
GCF_014653435.1	Pseudomonadota	0	0	0	1	0	0
GCF_014653575.1	Pseudomonadota	1	0	0	0	0	0
GCF_014653695.1	Actinomycetota	0	0	1	0	0	0
GCF_014653785.1	Actinomycetota	0	0	1	1	0	0
GCF_014653855.1	Actinomycetota	0	0	1	0	0	0
GCF_014653945.1	Actinomycetota	0	0	1	1	0	0
GCF_014654365.1	Actinomycetota	0	0	1	0	0	0
GCF_014654615.1	Actinomycetota	0	0	1	0	0	0
GCF_014654675.1	Actinomycetota	0	0	1	0	0	0
GCF_014654935.1	Actinomycetota	0	0	1	0	0	0
GCF_014655295.1	Actinomycetota	0	0	1	0	0	0
GCF_014655475.1	Actinomycetota	0	0	1	0	0	0
GCF_014655595.1	Actinomycetota	0	0	1	0	0	0
GCF_014655715.1	Actinomycetota	0	0	1	0	0	0
GCF_014655855.1	Actinomycetota	0	0	0	0	0	0
GCF_014655955.1	Actinomycetota	0	0	1	0	0	0
GCF_014656035.1	Actinomycetota	0	0	1	0	0	0
GCF_014656055.1	Actinomycetota	0	0	1	0	0	0
GCF_014656075.1	Actinomycetota	0	0	1	0	0	0
GCF_014656095.1	Actinomycetota	0	0	1	0	1	0
GCF_014656115.1	Actinomycetota	0	0	1	0	0	0
GCF_014656135.1	Actinomycetota	0	0	1	0	0	0
GCF_014656175.1	Actinomycetota	0	0	1	0	0	0
GCF_014656195.1	Actinomycetota	0	0	1	0	0	0
GCF_014656275.1	Actinomycetota	0	0	1	0	0	0
GCF_014656295.1	Actinomycetota	0	0	1	0	0	0
GCF_014656355.1	Pseudomonadota	1	0	0	0	0	0
GCF_014656415.1	Pseudomonadota	1	0	0	0	0	0
GCF_014656435.1	Pseudomonadota	0	0	0	1	0	0
GCF_014656455.1	Pseudomonadota	1	0	0	0	0	0
GCF_014656585.1	Bacillota	1	0	0	0	0	0
GCF_014672695.1	Pseudomonadota	0	0	0	0	0	0
GCF_014673495.1	Actinomycetota	0	0	1	0	0	0
GCF_014678925.1	Bacillota	1	0	0	0	0	0
GCF_014681765.1	Pseudomonadota	1	0	0	0	0	0
GCF_014689145.1	Pseudomonadota	0	0	0	1	0	0
GCF_014692505.1	Bacteroidota	1	0	0	0	0	0
GCF_014697095.1	Pseudomonadota	0	0	0	1	0	0
GCF_014697215.1	Actinomycetota	0	0	1	0	0	0
GCF_014699135.1	Pseudomonadota	0	0	0	1	0	0
GCF_014701095.1	Actinomycetota	0	0	1	0	0	0
GCF_014701115.1	Actinomycetota	0	0	1	0	0	0
GCF_014701195.1	Thermotogota	0	0	0	0	0	0
GCF_014705925.2	Actinomycetota	0	0	1	0	0	0
GCF_014725695.1	Actinomycetota	0	0	1	0	0	0
GCF_014737315.1	Spirochaetota	1	0	0	0	0	0
GCF_014764305.1	Bacteroidota	1	0	0	0	0	0
GCF_014764405.1	Actinomycetota	0	0	1	0	0	0
GCF_014784055.1	Bacteroidota	0	0	0	0	0	0
GCF_014789145.1	Bacillota	1	0	0	0	0	0
GCF_014837295.1	Actinomycetota	0	0	1	1	0	0
GCF_014843995.1	Pseudomonadota	1	0	0	0	0	0
GCF_014844275.1	Pseudomonadota	0	0	0	0	0	0
GCF_014844295.1	Bacteroidota	1	0	0	0	0	0
GCF_014873765.1	Pseudomonadota	0	0	0	1	0	0
GCF_014873855.1	Bacillota	1	0	0	0	0	0
GCF_014892695.1	Pseudomonadota	0	0	0	1	0	0
GCF_014898155.1	Actinomycetota	0	0	1	0	0	0
GCF_014898175.1	Actinomycetota	0	0	1	0	0	0
GCF_014898195.1	Actinomycetota	0	0	1	0	0	0
GCF_014898655.1	Bacillota	1	0	0	0	0	0
GCF_014899185.1	Pseudomonadota	1	0	0	0	0	0
GCF_014905135.1	Pseudomonadota	1	0	0	0	0	0
GCF_014905615.1	Pseudomonadota	0	0	0	1	0	0
GCF_014918315.1	Pseudomonadota	0	0	0	1	0	0
GCF_014925355.1	Pseudomonadota	0	0	0	1	0	0
GCF_014931075.1	Pseudomonadota	1	0	0	0	0	0
GCF_014931175.1	Pseudomonadota	0	0	0	0	0	0
GCF_014961145.1	Bacteroidota	0	0	0	0	0	0
GCF_015069875.1	Pseudomonadota	0	0	0	1	0	0
GCF_015074805.1	Pseudomonadota	1	0	0	0	0	0
GCF_015143395.1	Bacteroidota	0	0	0	0	0	0
GCF_015160855.1	Actinomycetota	0	0	1	0	0	0
GCF_015160875.1	Actinomycetota	0	0	1	0	0	0
GCF_015160915.1	Pseudomonadota	0	0	0	1	0	0
GCF_015167415.1	Pseudomonadota	0	0	0	1	0	0
GCF_015240255.1	Pseudomonadota	1	0	0	0	0	0
GCF_015243835.1	Pseudomonadota	0	0	0	1	0	0
GCF_015244665.1	Pseudomonadota	1	0	0	0	0	0
GCF_015277775.1	Acidobacteriota	0	0	0	0	0	0
GCF_015278225.1	Actinomycetota	0	0	1	0	0	0
GCF_015291705.1	Pseudomonadota	1	0	0	0	0	0
GCF_015326295.1	Pseudomonadota	1	0	0	0	0	0
GCF_015326725.1	Bacillota	1	0	0	0	0	0
GCF_015354885.1	Pseudomonadota	0	0	0	0	0	0
GCF_015377145.2	Pseudomonadota	0	0	0	1	0	0
GCF_015377805.1	Bacillota	1	0	0	0	0	0
GCF_015475595.1	Pseudomonadota	0	0	0	1	0	0
GCF_015475875.1	Pseudomonadota	1	1	0	0	0	0
GCF_015476235.1	Pseudomonadota	0	0	0	0	0	0
GCF_015476605.1	Pseudomonadota	0	0	0	1	0	0
GCF_015547475.1	Bacillota	1	1	0	0	1	0
GCF_015550385.1	Bacillota	1	0	0	0	0	0
GCF_015551805.1	Bacteroidota	1	0	0	0	0	0
GCF_015554285.1	Bacillota	1	0	0	0	0	0
GCF_015554605.1	Bacillota	1	0	0	0	0	0
GCF_015555825.1	Bacteroidota	1	0	0	0	0	0
GCF_015557635.1	Bacillota	1	0	0	0	0	0
GCF_015557985.1	Bacteroidota	1	0	0	0	0	0
GCF_015558615.1	Bacillota	1	0	0	0	0	0
GCF_015559235.1	Bacillota	1	0	0	0	0	0
GCF_015560315.1	Bacillota	1	0	0	0	0	0
GCF_015560805.1	Bacillota	1	0	0	0	0	0
GCF_015565955.1	Actinomycetota	0	0	0	0	0	0
GCF_015582655.1	Bacillota	1	0	0	0	0	0
GCF_015654285.1	Pseudomonadota	0	0	0	1	0	0
GCF_015668515.1	Bacillota	1	0	0	0	0	0
GCF_015669135.1	Bacillota	1	0	0	0	0	0
GCF_015670165.1	Bacillota	1	0	0	0	0	0
GCF_015670795.1	Actinomycetota	1	0	0	0	0	0
GCF_015680045.1	Pseudomonadota	0	0	0	1	0	0
GCF_015686525.1	Actinomycetota	0	0	1	0	0	0
GCF_015704325.1	Pseudomonadota	0	0	0	1	0	0
GCF_015710995.1	Actinomycetota	0	0	1	0	0	0
GCF_015767265.1	Bacteroidota	1	0	0	0	0	0
GCF_015767715.1	Bacillota	1	0	0	0	0	0
GCF_015767775.1	Actinomycetota	0	0	1	0	0	0
GCF_015845705.1	Bacillota	1	1	0	0	0	0
GCF_015992245.1	Pseudomonadota	0	0	0	1	0	0
GCF_015999335.1	Pseudomonadota	1	0	0	0	0	0
GCF_015999465.1	Pseudomonadota	0	0	0	1	0	0
GCF_016026615.1	Pseudomonadota	0	0	0	1	0	0
GCF_016026695.1	Bacillota	1	0	0	0	0	0
GCF_016026735.1	Pseudomonadota	0	0	0	1	0	0
GCF_016027415.1	Actinomycetota	0	0	1	0	0	0
GCF_016027815.1	Pseudomonadota	0	0	0	1	0	0
GCF_016028295.1	Bacillota	1	0	0	0	0	0
GCF_016028775.1	Pseudomonadota	0	0	0	1	0	0
GCF_016028795.1	Bacillota	1	0	0	0	0	0
GCF_016028855.1	Actinomycetota	0	0	1	0	0	0
GCF_016064815.1	Pseudomonadota	0	0	0	1	0	0
GCF_900000175.1	Chlamydiota	0	0	0	1	0	0
GCF_900005615.1	Pseudomonadota	1	0	0	0	0	0
GCF_900007165.1	Pseudomonadota	0	0	0	1	0	0
GCF_900009145.1	Cyanobacteriota	0	0	0	0	0	0
GCF_900009265.2	Cyanobacteriota	0	0	0	0	0	0
GCF_900010725.2	Cyanobacteriota	0	0	0	0	0	0
GCF_900015005.1	Bacillota	1	0	0	0	0	0
GCF_900015215.1	Bacillota	1	0	0	0	0	0
GCF_900018365.1	Bacteroidota	0	0	0	0	0	0
GCF_900019265.1	Pseudomonadota	0	0	0	1	0	0
GCF_900048895.1	Bacillota	1	0	0	0	0	0
GCF_900065875.1	Bacteroidota	1	0	0	0	0	0
GCF_900067125.1	Bacillota	1	0	0	0	0	0
GCF_900067155.1	Bacillota	1	0	0	0	0	0
GCF_900070325.1	Bacillota	1	0	0	0	0	0
GCF_900070355.1	Actinomycetota	0	0	1	0	0	0
GCF_900078205.2	Bacteroidota	0	0	0	0	0	0
GCF_900078305.2	Actinomycetota	0	0	1	0	0	0
GCF_900078315.1	Pseudomonadota	1	0	0	0	0	0
GCF_900078665.2	Actinomycetota	0	0	0	0	0	0
GCF_900078675.2	Actinomycetota	0	0	0	0	0	0
GCF_900078685.2	Actinomycetota	0	0	0	0	0	0
GCF_900079135.1	Bacillota	1	0	0	0	0	0
GCF_900079775.1	Bacteroidota	1	0	0	0	0	0
GCF_900079795.1	Pseudomonadota	0	0	0	1	0	0
GCF_900083545.1	Bacteroidota	1	0	0	0	0	0
GCF_900086595.1	Bacillota	1	0	0	0	0	0
GCF_900086655.1	Bacillota	1	0	0	0	0	0
GCF_900086705.1	Bacillota	1	0	0	0	0	0
GCF_900086725.1	Bacillota	1	0	0	0	0	0
GCF_900087655.1	Actinomycetota	0	0	1	1	0	0
GCF_900089075.1	Bacteroidota	0	0	0	0	0	0
GCF_900089455.2	Pseudomonadota	1	0	0	0	0	0
GCF_900089595.1	Actinomycetota	0	0	1	0	0	0
GCF_900089605.1	Actinomycetota	0	0	1	0	0	0
GCF_900089835.1	Pseudomonadota	0	0	0	1	0	0
GCF_900089985.1	Pseudomonadota	0	0	0	1	0	0
GCF_900090105.1	Actinomycetota	0	0	1	0	0	0
GCF_900090235.1	Actinomycetota	0	0	1	0	0	0
GCF_900090245.1	Actinomycetota	0	0	1	0	0	0
GCF_900090265.1	Actinomycetota	0	0	1	0	0	0
GCF_900090275.1	Actinomycetota	0	0	1	0	0	0
GCF_900090285.1	Actinomycetota	0	0	1	0	0	0
GCF_900090295.1	Actinomycetota	0	0	1	0	0	0
GCF_900090305.1	Actinomycetota	0	0	1	0	0	0
GCF_900091425.1	Actinomycetota	0	0	1	0	0	0
GCF_900091435.1	Actinomycetota	0	0	1	0	0	0
GCF_900091445.1	Actinomycetota	0	0	1	0	0	0
GCF_900091455.1	Actinomycetota	0	0	1	0	0	0
GCF_900091495.1	Actinomycetota	0	0	1	0	0	0
GCF_900091505.1	Actinomycetota	0	0	1	0	0	0
GCF_900091525.1	Actinomycetota	0	0	1	0	0	0
GCF_900091545.1	Actinomycetota	0	0	1	0	0	0
GCF_900091555.1	Actinomycetota	0	0	1	0	0	0
GCF_900091565.1	Actinomycetota	0	0	1	0	0	0
GCF_900091575.1	Actinomycetota	0	0	1	0	0	0
GCF_900091605.1	Actinomycetota	0	0	1	0	0	0
GCF_900091655.1	Bacteroidota	0	0	0	0	0	0
GCF_900092135.1	Actinomycetota	0	0	1	1	0	0
GCF_900093775.1	Bacillota	1	0	0	0	0	0
GCF_900094545.1	Pseudomonadota	1	0	0	0	0	0
GCF_900094555.1	Pseudomonadota	1	0	0	0	0	0
GCF_900094585.1	Pseudomonadota	1	0	0	0	0	0
GCF_900094605.1	Pseudomonadota	1	0	0	0	0	0
GCF_900094625.1	Pseudomonadota	1	0	0	0	0	0
GCF_900094765.1	Actinomycetota	0	0	1	1	0	0
GCF_900094795.1	Pseudomonadota	0	0	0	1	0	0
GCF_900094835.1	Bacillota	1	0	0	0	0	0
GCF_900094885.1	Actinomycetota	0	0	1	0	0	0
GCF_900094925.1	Pseudomonadota	0	0	0	1	0	0
GCF_900094935.1	Pseudomonadota	0	0	0	0	0	0
GCF_900094945.1	Pseudomonadota	0	0	0	0	0	0
GCF_900094955.1	Bacillota	1	0	0	0	0	0
GCF_900094975.1	Bacillota	1	0	0	0	0	0
GCF_900095135.1	Bacteroidota	0	0	0	0	0	0
GCF_900095155.1	Pseudomonadota	1	0	0	0	0	0
GCF_900095705.1	Fusobacteriota	0	0	0	0	0	0
GCF_900095795.1	Bacteroidota	0	0	0	0	0	0
GCF_900095825.1	Bacillota	1	0	0	0	0	0
GCF_900095885.1	Pseudomonadota	0	0	0	1	0	0
GCF_900096565.1	Bacteroidota	0	0	0	0	0	0
GCF_900096585.1	Actinomycetota	0	0	1	0	0	0
GCF_900096715.1	Bacteroidota	0	0	0	0	0	0
GCF_900096765.1	Pseudomonadota	1	0	0	0	0	0
GCF_900096885.1	Actinomycetota	0	0	1	0	0	0
GCF_900096895.1	Pseudomonadota	0	0	0	1	0	0
GCF_900096905.1	Bacillota	1	0	0	0	0	0
GCF_900096945.1	Bacillota	1	0	0	0	0	0
GCF_900096965.1	Bacillota	0	0	0	0	0	0
GCF_900096995.1	Pseudomonadota	0	0	0	1	0	0
GCF_900097105.1	Verrucomicrobiota	0	0	0	0	0	0
GCF_900098745.1	Actinomycetota	0	0	1	0	0	0
GCF_900098925.1	Bacillota	1	0	0	0	1	0
GCF_900099065.1	Pseudomonadota	1	1	0	0	0	0
GCF_900099615.1	Spirochaetota	0	0	0	0	0	0
GCF_900099635.1	Bacillota	1	1	0	0	0	0
GCF_900099655.1	Bacillota	1	0	0	0	0	0
GCF_900099675.1	Bacteroidota	1	0	0	0	0	0
GCF_900099695.1	Pseudomonadota	0	0	0	0	0	0
GCF_900099705.1	Actinomycetota	0	0	1	0	0	0
GCF_900099765.1	Bacillota	1	0	0	0	0	0
GCF_900099775.1	Pseudomonadota	1	0	0	0	0	0
GCF_900099785.1	Pseudomonadota	0	0	0	1	0	0
GCF_900099815.1	Bacteroidota	1	1	0	0	0	0
GCF_900099905.1	Pseudomonadota	1	0	0	0	0	0
GCF_900099915.1	Bacteroidota	1	0	0	0	0	0
GCF_900099925.1	Bacillota	1	0	0	0	0	0
GCF_900099965.1	Actinomycetota	0	0	1	0	0	0
GCF_900099995.1	Bacteroidota	1	0	0	0	0	0
GCF_900100015.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100075.1	Bacteroidota	0	0	0	0	0	0
GCF_900100085.1	Pseudomonadota	1	0	0	0	0	0
GCF_900100165.1	Bacteroidota	1	0	0	0	0	0
GCF_900100175.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100185.1	Bacillota	1	0	0	0	0	0
GCF_900100195.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100255.1	Pseudomonadota	1	0	0	0	0	0
GCF_900100295.1	Bacillota	1	0	0	0	0	0
GCF_900100315.1	Actinomycetota	0	0	1	0	0	0
GCF_900100345.1	Bacillota	1	0	0	0	0	0
GCF_900100355.1	Pseudomonadota	1	0	0	0	0	0
GCF_900100375.1	Bacteroidota	1	0	0	0	0	0
GCF_900100395.1	Actinomycetota	0	0	1	0	0	0
GCF_900100455.1	Pseudomonadota	1	0	0	0	0	0
GCF_900100475.1	Pseudomonadota	1	1	0	0	0	0
GCF_900100495.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100605.1	Actinomycetota	0	0	1	0	0	0
GCF_900100615.1	Actinomycetota	0	0	1	1	0	0
GCF_900100625.1	Bacteroidota	1	0	0	0	0	0
GCF_900100655.1	Pseudomonadota	1	0	0	0	0	0
GCF_900100665.1	Pseudomonadota	1	0	0	0	0	0
GCF_900100705.1	Bacteroidota	1	0	0	0	1	0
GCF_900100735.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100755.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100765.1	Bacteroidota	0	0	0	0	0	0
GCF_900100785.1	Bacillota	1	0	0	0	0	0
GCF_900100855.1	Pseudomonadota	0	0	0	1	0	0
GCF_900100885.1	Actinomycetota	0	0	1	0	0	0
GCF_900100945.1	Bacteroidota	0	0	0	1	0	0
GCF_900100955.1	Actinomycetota	0	0	1	0	0	0
GCF_900100975.1	Pseudomonadota	1	0	0	0	0	0
GCF_900101065.1	Bacillota	1	0	0	0	0	0
GCF_900101075.1	Bacillota	1	0	0	0	0	0
GCF_900101095.1	Actinomycetota	0	0	1	0	0	0
GCF_900101105.1	Pseudomonadota	1	0	0	0	0	0
GCF_900101125.1	Bacillota	1	0	0	0	0	0
GCF_900101165.1	Bacillota	1	0	0	0	1	0
GCF_900101285.1	Pseudomonadota	1	0	0	0	0	0
GCF_900101385.1	Bacillota	1	0	0	0	0	0
GCF_900101395.1	Bacteroidota	0	0	0	0	0	0
GCF_900101415.1	Pseudomonadota	0	0	0	1	0	0
GCF_900101435.1	Bacteroidota	1	0	0	0	0	0
GCF_900101475.1	Pseudomonadota	1	0	0	0	0	0
GCF_900101495.1	Bacillota	1	0	0	0	0	0
GCF_900101555.1	Actinomycetota	0	0	1	1	0	0
